text_length,numeric_values,possible_dates,filename,true_label,predicted_label,correct_prediction
1745,"['16', '203', '1961', '200', '17', '10', '89']","['INCOME-TAX', 'sub-section', 'web-site.', '[T-Gross', '(3-5)', 'Income(@-10)']",10.jpg,ITR_Form 16,ITR_Form 16,True
338,['7'],"['WARD/CIRCLE', 'FLAT/DOOR/BUILDING', 'ROAD/STREET', 'AREA/LOCALITY', 'TOWN/CITY/DISTRICT', '/A12)', '/']",100.jpg,ITR_Form 16,ITR_Form 16,True
1730,"['13', '222', '3', '7', '28', '52', '22', '1', '120']","['-', 'Tomopsarrmo-aaem', 'Income-tax', '2012-15,', '-', 'TTR-V', 'TD-CBC']",101.jpg,ITR_Form 16,ITR_Form 16,True
2205,"['16', '31', '205', '1961', '4191', '600097', '700006', '121', '201415', '600034', '200', '5437200', '00', '7796.00', '2237.00', '246', '008539', '62013', '2', '09', '77566', '3', '30082014']","['Income-tax', '21-May-2014', '5/838,', '4-13675000', '‘TaxTeam-India@', '(CHENNAT-', '31-Mar2014', 'pald/credited', '/remited', 'paid/redited']",11.jpg,ITR_Form 16,ITR_Form 16,True
160,[],"['2020-21', '80D-~=Ss«80G_-—S—s«']",13.jpg,ITR_Form 16,ITR_Form 16,True
2142,"['31', '203', '1961', '530012', '206', '20', '1', '8900', '2', '3', '9200', '4', '8750', '8750', '35950', '266', '2', '3', '4', '5', '6', '8', '9', '10', '246', '1', '2', '3', '4', '5', '6', '8', '9', '10', '0']","['_0-15-111,', '/', '31-Mar-20', '2020-21', 'Paid/credited', '(dd/mmiyyyy)', '(dd/mmyyyyy)', 'Son/Doughter']",15.jpg,ITR_Form 16,ITR_Form 16,True
410,"['203', '1961', '200']","['Income-tax', 'sub-section']",16.jpg,ITR_Form 16,ITR_Form 16,True
669,"['16', '208', '1961', '30', '5', '2', '5']","['Income-tax', '(t-2)']",17.jpg,ITR_Form 16,ITR_Form 16,True
925,"['34', '203', '1961', '60', '60', '80', '80', '206', '200', '4', '0', '0', '0', '0']","['2021-22', '/', 'Sub-Section']",18.jpg,ITR_Form 16,ITR_Form 16,True
1074,"['203', '1961', '200', '2', '2010', '3', '7', '10', '10', '8.', '4.', '5.', '4', '6.', '3']","['No-', 'ad-108', '(1-2)']",19.jpg,ITR_Form 16,ITR_Form 16,True
3411,"['5', '2', '1', '148', '0', '11', '1', '2']","['ITR-4', 'Birth/Formation', 'RoadiStrect/Post', 'Town/City', 'Code/ZIP', 'Residential/Office', 'Address-1', 'Pensioners-PSt', 'it-', 'Pensioners-', 'Pensioners-CG', '11139(1)-On', '139(4)-Affer', '139(3)-Revised', 'instruction]-', '11.11922)0)-', '119@)(b)-', 'Number/', '2021-227', '10-IE', '-', '(Yes/No)', '(Yes/No)', 'drop-down']",2.jpg,ITR_Form 16,ITR_Form 16,True
18,[],[],20.jpg,ITR_Form 16,ITR_Form 16,True
818,"['16', '203', '1061', '200']",['sub-section'],21.jpg,ITR_Form 16,ITR_Form 16,True
5,[],[],22.jpg,ITR_Form 16,Check,False
4,[],[],23.jpg,ITR_Form 16,ITR_Form 16,True
2175,"['203', '1961', '4', '5', '6', '1', '21250.00', '1943', '2', '17000.00', '1943', '3', '17000.00', '1943', '55250.00', '7', '200', '5525.00', '5525.00', '2125.00', '6910333', '12255', '1700.00', '6910333', '12255', '1700.00', '6910333', '13109', '5525.00', '1', '2']","['Income-tax', '29-Jan-2017', '-', '2017-18', '01-Oct-2016', '31-Dec-2016', 'paid/', 'payment/', '(dd/mm/yyyy)', '01-11-2016', '03-11-2016', '09-12-2016', 'sub-section', '/', 'payment-wise', '(dd/mm/yyyy)', 'payment-wise', '(dd/mm/yyyy)', '07-12-2016', '07-12-2016', '06-01-2017']",24.jpg,ITR_Form 16,ITR_Form 16,True
1275,"['2', '3', '3', '1', '1', '1']","['No-', 'Wuilding/Village', '(92CD-Modified', 'C11192\\b)-after', 'non-resident', 'TINow-rsideat']",25.jpg,ITR_Form 16,ITR_Form 16,True
836,"['203', '1961', '400023', '7']","['Income-tax', '2012-13', '-']",27.jpg,ITR_Form 16,ITR_Form 16,True
332,"['16', '203', '1961']","['Income-tax', '/semtte']",28.jpg,ITR_Form 16,ITR_Form 16,True
278,['1'],"['[210/118]', '-[1']",29.jpg,ITR_Form 16,ITR_Form 16,True
815,"['4', '16', '560032', '20', '01.09', '16000', '5160', '5418.0', '500.0']","['s1-Mer201s', '-', '/']",30.jpg,ITR_Form 16,ITR_Form 16,True
995,"['16', '203', '90', '062019', '121.', '2', '99']","['Encwmne-eax', 'ob-ape2012']",31.jpg,ITR_Form 16,ITR_Form 16,True
159,['2'],[],32.jpg,ITR_Form 16,ITR_Form 16,True
1953,"['61', '1']",['deposted/remite'],33.jpg,ITR_Form 16,ITR_Form 16,True
599,"['3', '7']",['[2/2'],35.jpg,ITR_Form 16,ITR_Form 16,True
1907,"['00009406', '16', '1.', '2.', '10', '19200.00', '80000.00', '3.', '4.', '5.', '6.', '7.', '8.', '9.', '1.', '80', '603256.00', '9560.55', '0.00', '0.00', '0.00', '97200.00', '0.00', '0.00', '612816.55', '99200.00', '513617.00', '0.00', '97200.00', '0.00', '0.00', '17100.00', '17100.00', '17100.00', '13501.00', '13501.00', '13501.00', '10.', '2', '127801.00', '11.', '385820.00', '12.', '3', '6791.00', '13.', '0.00', '14.', '6791.00', '15.', '204.00', '16.', '6995.00', '17.', '0.00', '1', '513617.00', '513617.00', '0.00', '0.00', '18.', '4', '6995.00', '3', '4']","['Balance(1-2)', ""‘salaries'(3-5)"", 'VI-A', 'Income(8-10)', 'u/s', '(16-17)']",36.jpg,ITR_Form 16,ITR_Form 16,True
332,"['16', '203', '1961']","['Income-tax', '/semtte']",38.jpg,ITR_Form 16,ITR_Form 16,True
1013,[],"['2020-21', 'ITR-1', '/', '/', '/', '/', 'City/', '139(1)-On']",40.jpg,ITR_Form 16,ITR_Form 16,True
332,"['16', '203', '1961']","['Income-tax', '/semtte']",41.jpg,ITR_Form 16,ITR_Form 16,True
874,"['16', '203', '1961', '07235', '105', '200', '2', '02', '03']","['Income-tax', '2016-2017', '01/04/2015', '31/03/2016', 'sub-', 'paid/credited', 'deposited/remitted']",43.jpg,ITR_Form 16,ITR_Form 16,True
422,"['2022', '31', '0', '31', '9000', '3600', '1600', '1250', '4550', '20000', '20000']",['A/c'],1.jpg,Salary Slip,ITR_Form 16,False
504,"['2017', '2', '300.00', '300.00', '300.00', '25.00', '25.00', '50.00', '1234567890']",[],10.jpg,Salary Slip,ITR_Form 16,False
542,"['21023', '2021', '126', '10000', '1200', '1000', '500', '400', '400', '200', '11600', '2100', '9500', '9500']",['2018-06-23'],100.jpg,Salary Slip,ITR_Form 16,False
994,"['6000014', '2159', '2018', '30034800', '56900', '9446155306', '100885397388', '20', '20', '56900', '7305', '3983', '706']","['044-28152956,', '04-28132957', 'CHENNAI-', '-', 'A/C', 'Pay-Shp']",102.jpg,Salary Slip,ITR_Form 16,False
514,['2024'],"['A/C', '-', '-']",11.jpg,Salary Slip,ITR_Form 16,False
1623,"['1134', '1123', '40211', '420', '172010', '100', '10823', '0', '1798', '0.00', '0.00', '30.00', '315.00', '6132010', '1134', '23', '40211', '42011', '95979', '123.234', '1000', '10423', '104.23', '0.00', '50.00', '81796', '31796', '64.70', '36470', '30.00', '3504', '3959.79', '397', '1000', '1134', '123', '40211', '7', '1123', '42011', '223456']","['XXXXX-3128Petod', '6/9/2010', '6/172010', '-', 'XXXXX-3123_Patod', '6/172010', '6/172010', '123-1234', 'Ffty-Nine', '79/100']",12.jpg,Salary Slip,ITR_Form 16,False
31,['27'],[],13.jpg,Salary Slip,ITR_Form 16,False
1174,"['24', '5', '26', '38800', '7800.09', '2.79600', '441800', '87400', '9800', '3.19700', '1800.09', '1300.09']","['JAIPUR-202004', ':0141-2226006', 'e-Mail:', 'Web-Site:']",14.jpg,Salary Slip,ITR_Form 16,False
31,[],[],15.jpg,Salary Slip,ITR_Form 16,False
639,"['132', '3', '4', '5', '6', '2', '260', '7', '300', '8', '6', '9', '230', '10', '70', '11', '1200', '12', '1400', '13', '14', '15', '20']","['5000|PF-Counter', 'EOBI-DED']",16.jpg,Salary Slip,ITR_Form 16,False
352,"['20.', '7']","['-', '-', '-', '-', '-']",18.jpg,Salary Slip,ITR_Form 16,False
387,['2005.'],"['Steno-Typist', 'Rs.12,106/-', '-', 'Rs.1,333/-', 'Rs.10,773/-']",19.jpg,Salary Slip,ITR_Form 16,False
387,"['2018', '9876543210']",['01-06-2018'],2.jpg,Salary Slip,ITR_Form 16,False
484,"['2005.', '700.00', '300.00']","['Steno-Typist', 'Rs.12,106/-', 'Rs.1,333/-', 'Rs.10,273/-']",20.jpg,Salary Slip,ITR_Form 16,False
525,"['2022', '200.00', '550.00', '30.00', '750.00']","['Level-Index', '04-04', '/', '/-']",21.jpg,Salary Slip,ITR_Form 16,False
512,"['560032', '985762564222', '0.00', '30.00', '1005615616', '1235468748941', '96436.00']","['-', 'Jun-2015', 'KN/abed/303', '01/04/2011']",22.jpg,Salary Slip,ITR_Form 16,False
400,"['110001', '160192', '6', '50000', '0', '15000', '45000', '110000', '500', '109500']","['-', 'Fee-1)']",24.jpg,Salary Slip,ITR_Form 16,False
775,"['7', '44900', '31705', '2245', '16360', '3600', '3725', '10776', '870', '1453', '15853', '2853', '60166', '72819', '102466', '25500', '23700', '1275', '12229', '3600', '1837', '6120', '870', '1453', '11850', '2133', '36495', '54072', '75639']",['Lease/HRA'],25.jpg,Salary Slip,ITR_Form 16,False
251,[],['90/00/70'],26.jpg,Salary Slip,ITR_Form 16,False
580,"['2013', '6', '31', '682', '2', '80']",['20610-714-105832'],27.jpg,Salary Slip,ITR_Form 16,False
676,"['4', '2016', '30', '2016', '30', '2016', '07', '2015', '1.5', '5.0481', '038752260', '700.00', '25.24', '363.46', '720000', '0.00', '0.00', '2.5', '9']","['/', '30/04/2016', 'TO-DATE', 'YEAR-TO-DATE', 'ALLOW/DEDUC', '/', '-5', '/']",28.jpg,Salary Slip,ITR_Form 16,False
523,"['2021', '12000.00', '1677.00', '3360.00', '50.00', '200.00', '30', '30.00']","['01-01', '/', 'Union/Association', '/-', '-up']",29.jpg,Salary Slip,ITR_Form 16,False
380,[],"['A/c', 'ONCALL/SHIFT']",30.jpg,Salary Slip,ITR_Form 16,False
566,"['912', '5.0076.16.', '01.19.8113.', '6.8', '92.', '6', '2', '40', '3103', '657']",[],31.jpg,Salary Slip,ITR_Form 16,False
519,"['11', '2017', '30', '100.00', '680.0', '880.00']","['CSE-8182', '2/01', '-', 'Re-imbursement,', '-', '23,620.00/-']",32.jpg,Salary Slip,ITR_Form 16,False
424,[],"['A/C', '/Shift']",33.jpg,Salary Slip,ITR_Form 16,False
189,"['7600', '00']",[],34.jpg,Salary Slip,ITR_Form 16,False
440,"['0.0', '1.00', '2500.0000', '2500.00', '0.0', '2006201', '2500.00', '2500.00', '0.00', '0.00', '2500.00', '2500.00', '308.00', '0.00', '0.00', '0.00']",[],35.jpg,Salary Slip,ITR_Form 16,False
746,"['110020', '2020', '20.00', '20.00', '300', '0.00', '0.00', '0.00', '2199.00', '71085.00']","['W-42', 'Phase-II', '03/10/2020', 'MG-IV', 'wP/Absent;']",36.jpg,Salary Slip,ITR_Form 16,False
659,['16'],"['Bangalore-seas', 'Feb/2018', 'KnN/45889/1036']",37.jpg,Salary Slip,ITR_Form 16,False
412,"['358.00', '120.00', '500.00', '478.00']","['-', 'TSD/IT']",38.jpg,Salary Slip,ITR_Form 16,False
547,"['2021', '21700.00', '2778.00', '0', '75.00']","['Level-Index', '03-01', '/PRAN', '/-', '-up']",4.jpg,Salary Slip,ITR_Form 16,False
380,[],"['A/c', 'ONCALL/SHIFT']",40.jpg,Salary Slip,ITR_Form 16,False
488,"['2018', '200000', '0000', '0000', '0000', '2500', '2500', '50.00', '28', '2007']",[],42.jpg,Salary Slip,ITR_Form 16,False
484,"['2005.', '700.00', '300.00']","['Steno-Typist', 'Rs.12,106/-', 'Rs.1,333/-', 'Rs.10,273/-']",44.jpg,Salary Slip,ITR_Form 16,False
708,"['7', '2011', '2000000000000', '500.00', '200.00', '787.49', '393.75', '600.00']","[':KA/BA/2345.', 'Acct/Cheque']",45.jpg,Salary Slip,ITR_Form 16,False
886,"['44700', '5214', '8940', '12000', '1500', '400', '150', '500', '150', '500', '37226']","['Profile/Admin', 'mLoans/Advances', 'State-30700-65400', 'CMDRF-Flood', '-', 'Insurance-sub(129)', 'Insurance-sub(129)', 'Insurance-sub(129)', '55640/Total']",47.jpg,Salary Slip,ITR_Form 16,False
616,"['2021', '14567', '31', '31', '15000.00', '6000.00', '1600.00', '1250.00', '6150.00', '30000.00', '15000.00', '6000.00', '1600.00', '1250.00', '6150.00', '0.00', '30000.00', '1800', '200', '2000', '28000']","['A/C', 'Jan-21']",48.jpg,Salary Slip,ITR_Form 16,False
164,['8'],[],49.jpg,Salary Slip,ITR_Form 16,False
482,"['2022', '3.050050', '25200.00', '3377.00', '1851.00', '30.00']","['(GEE/PRAN', '/Aon', '/-', '-qwENT']",5.jpg,Salary Slip,ITR_Form 16,False
572,"['2007', '07', '975.09', '96.28', '59.41', '6868.76', '683.86', '420.61', '8789.68', '975.09', '155.69']","['Code/Basis:', 'Personnel/SMPersonnel']",51.jpg,Salary Slip,ITR_Form 16,False
424,"['120.00', '478.00']",['TSO/T'],52.jpg,Salary Slip,ITR_Form 16,False
1497,"['1000', '1134', '125', '40211', '1123', '2017', '12423456', '7890423456', '152123123', '1134', '1123', '40211', '100', '1.28646', '10823', '31796', '31796', '364.70', '30.00', '959.79', '3959.79', '1324123123', '6132010', '34', '1123', '6.172010', '40211', '2011', '10423', '30.00', '8859.79']","['123-1234', 'Fity-Nine', '79/100', '6/3/2010', '23-3', '6/172010']",53.jpg,Salary Slip,ITR_Form 16,False
6,[],[],54.jpg,Salary Slip,Check,False
602,"['4587', '0', '34', '7500.00', '900.00', '112.50']","['May-21', '03/04/20']",55.jpg,Salary Slip,ITR_Form 16,False
443,"['0.00', '0.00', '88']",['-'],57.jpg,Salary Slip,ITR_Form 16,False
14,[],[],58.jpg,Salary Slip,ITR_Form 16,False
659,['16'],"['Bangalore-seas', 'Feb/2018', 'KnN/45889/1036']",59.jpg,Salary Slip,ITR_Form 16,False
1174,"['24', '5', '26', '38800', '7800.09', '2.79600', '441800', '87400', '9800', '3.19700', '1800.09', '1300.09']","['JAIPUR-202004', ':0141-2226006', 'e-Mail:', 'Web-Site:']",60.jpg,Salary Slip,ITR_Form 16,False
399,"['002021', '2', '225', '000', '14550', '090', '474008']",[],61.jpg,Salary Slip,ITR_Form 16,False
929,"['2013', '2', '0.00', '0.00', '907.00', '0.00', '591.00', '800.00', '0.00', '126.00', '0.00', '28', '988.00']","['—-', 'Eteneer-', '14-02-1900', '[20-10-2011']",62.jpg,Salary Slip,ITR_Form 16,False
405,['2021'],"['Phase-1', 'Delhi-110020']",63.jpg,Salary Slip,ITR_Form 16,False
1271,"['4', '11528900', '29.10.2015', '07.05.2018', '31.05.2028.', '31.00', '100599518240', '625.00', '10.00', '20.00', '915030043726587']","['-', 'GN/GON/25202/3386', '1/962.00', '-HD', '-', '-', '/', '//hrconnect']",64.jpg,Salary Slip,ITR_Form 16,False
399,"['10', '13', '4', '15', '16', '7', '18', '19', '105']",['02-Nov-22'],65.jpg,Salary Slip,ITR_Form 16,False
777,"['2022', '....5', '798.00']","['-110001', 'PF/NPS', 'ap-Hoc', '73,670.00/-']",66.jpg,Salary Slip,ITR_Form 16,False
946,"['1014', '3291', '2388', '03', '2008', '08', '26', '26', '1200.00']","['Fax-+91', '-', '-', '-', '-', '-', '-', '17/14,']",68.jpg,Salary Slip,ITR_Form 16,False
1174,"['24', '5', '26', '38800', '7800.09', '2.79600', '441800', '87400', '9800', '3.19700', '1800.09', '1300.09']","['JAIPUR-202004', ':0141-2226006', 'e-Mail:', 'Web-Site:']",69.jpg,Salary Slip,ITR_Form 16,False
369,[],[],7.jpg,Salary Slip,ITR_Form 16,False
817,"['2009', '2', '05.05.2005', '20', '02154875641', '05', '000', '781933', '720.00', '228580', '200.00', '138447', '695.48', '3.50388', '980.00', '0.00', '307']",[],70.jpg,Salary Slip,ITR_Form 16,False
804,"['560068', '9864077628', '400473419529', '31.00', '0.00', '710000.00', '00', '4400.00', '2000.00', '200.00', '1800.00', '4400.00', '482000.00']","['-', 'May-2013']",71.jpg,Salary Slip,ITR_Form 16,False
357,[],[],72.jpg,Salary Slip,ITR_Form 16,False
131,[],[],73.jpg,Salary Slip,ITR_Form 16,False
567,"['2020', '2.00', '2.00', '250.00', '100', '512.00']","['Level-Index', '/', 'O|Union/Association', 'p.QQBONAS-', '/-']",74.jpg,Salary Slip,ITR_Form 16,False
452,[],[],75.jpg,Salary Slip,ITR_Form 16,False
570,"['2022', '47600', '6052.00', '612', '.00', '5584.00', '.00', '3600', '.00']","['Level-Index', '08-01', '/', '/-']",76.jpg,Salary Slip,ITR_Form 16,False
22,[],[],77.jpg,Salary Slip,Check,False
523,"['2021', '12000.00', '1677.00', '3360.00', '50.00', '200.00', '30', '30.00']","['01-01', '/', 'Union/Association', '/-', '-up']",78.jpg,Salary Slip,ITR_Form 16,False
851,"['0', '820', '6.009', '600', '098.']","['2013-2014', '=(A)-@)', '-']",79.jpg,Salary Slip,ITR_Form 16,False
1133,"['2019', '0832207', '100477280462', '20', '2015', '0', '5.00.00', '600.00', '7200.00', '1730000', '419.00', '4187.00', '75.00', '300.00', '000', '700.00', '0.00', '0.00', '73000', '0.00']",['Rates/Month'],8.jpg,Salary Slip,ITR_Form 16,False
413,"['99', '2007', '30000']",['-'],80.jpg,Salary Slip,ITR_Form 16,False
716,"['2021', '44900.00', '5253.00', '200.00', '7633.00', '1596.00', '550.00', '306.00', '4884.00', '3592.00', '60.00', '1800.00', '58231.00', '11793.00', '750.00', '550.00']","['Level-Index', '07-01', '/', '/-', '-up']",81.jpg,Salary Slip,ITR_Form 16,False
528,"['2007', '07', '975.09', '6868.76', '683.86', '420.61', '59.41', '8789.68', '155.69']","['Code/Basis:', 'Personnel/SMPersonnel']",82.jpg,Salary Slip,ITR_Form 16,False
1062,"['2019', '101250480599', '14098.00', '14038.00', '14038.00', '16924', '708.00', '708.00', '708.00', '260.', '0.00', '0.00', '1.00', '0.00', '0.00', '0.00', '0.00', '2.00', '0.00', '2380.00', '2350.00', '1', '1715300', '00', '1715300', '2008', '190000758']","['oao1/2016', 'MH/VASHI/118096/222456', '/']",84.jpg,Salary Slip,ITR_Form 16,False
1042,"['033', '102', '2', '2', '2', '501', '1245', '2014', '500.00', '700.00', '500.00', '200.00', '200.00', '300.00', '100.00', '500.00', '500.00']","['-', '-', '-', 'A/CNO:', 'A/C', '-', '-', '-', '-']",85.jpg,Salary Slip,ITR_Form 16,False
1100,"['2018', '01', '2012', '8', '00142296405', '3', '0', '4500.00', '11748.00', '200.00', '1.68207', '299.98', '562.00', '500.00', '20']","['‘e-Yagni', '-']",86.jpg,Salary Slip,ITR_Form 16,False
738,"['2', '01.08.2018', '31.08.2018', '200.90', '1500', '033', '15.00', '100.00']","['SWREPER-CUM-GARDNER', 'GPE/EPFNo', '-', '124,410,00-{']",87.jpg,Salary Slip,ITR_Form 16,False
1174,"['24', '5', '26', '38800', '7800.09', '2.79600', '441800', '87400', '9800', '3.19700', '1800.09', '1300.09']","['JAIPUR-202004', ':0141-2226006', 'e-Mail:', 'Web-Site:']",88.jpg,Salary Slip,ITR_Form 16,False
825,"['2019', '1', '31.00', '23.07', '319.00', '3100', '600', '08', '08', '93.00', '19.25', '7.70', '12.40', '86.54', '14.40', '115', '21.64', '4.00', '26.54', '19.33', '38.00', '734.44', '377.00', '7.70', '67.35', '00', '.00', '820.98', '126.07', '358.35', '102.09', '460.44']","['-', 'MONTHLY/', '/LINENO.', '17/7/2019']",89.jpg,Salary Slip,ITR_Form 16,False
652,"['2', '1000110', '2', '2', '18707796', '400', '024', '379.00', '700.00', '100.00', '3', '0.00', '74.00', '9.00', '2', '14.0', '2', '208.00', '3', '9.09', '384.00', '0.00', '411.', '5']","['08/08/96', '18/530.', '0-00', '-Edncation', '---~', 'Tot-Days', 'Tet-Days', '0-90']",9.jpg,Salary Slip,ITR_Form 16,False
406,"['2017', '300.00', '300.00', '300.00', '25.00', '25.00', '50.00', '2017']",[],90.jpg,Salary Slip,ITR_Form 16,False
368,[],[],91.jpg,Salary Slip,ITR_Form 16,False
304,[],['2017/6/1'],92.jpg,Salary Slip,ITR_Form 16,False
540,"['21023', '2021', '126', '10000', '1000', '400', '200', '11600', '1200', '500', '400', '2100', '9500', '9500']",['2018-06-23'],93.jpg,Salary Slip,ITR_Form 16,False
554,"['560008', '2019', '607470', '800.00', '960.00', '390.00']","['15/05/2019', '897-A23']",95.jpg,Salary Slip,ITR_Form 16,False
492,"['4587', '7500.00', '3750.00', '1600.00', '1250.00', '2900.00', '1500.00', '31', '0', '31']","['May-21', '(03/04/20']",96.jpg,Salary Slip,ITR_Form 16,False
522,['2'],['htipe:/payroll'],97.jpg,Salary Slip,ITR_Form 16,False
275,"['2', '2', '300000000', '3000']",[],98.jpg,Salary Slip,ITR_Form 16,False
620,['30'],"['Jun-22', 'A/c', 'Tnsurance/EST']",99.jpg,Salary Slip,ITR_Form 16,False
18,[],[],1.jpg,Utility,ITR_Form 16,False
341,['104'],[],100.jpg,Utility,ITR_Form 16,False
899,"['123', '2000', '14111111', '1111', '2222', '2222', '2222', '123', '2000', '27', '2019', '24', '2019', '25', '2019', '17', '2019', '16', '2019']",['-'],12.jpg,Utility,ITR_Form 16,False
1252,"['102078', '408', '4395', '31.55', '7.05', '38.60', '3', '8', '0.06']","['1-600-042-4272', '1-800-892-2945', '1-800-867-5222', 'Charges/Adjustments', '-', 'opt-out']",13.jpg,Utility,ITR_Form 16,False
72,[],[],14.jpg,Utility,ITR_Form 16,False
1136,"['284', '4', '236483', '911', '30', '911', '2022', '2022', '2022', '2022', '10', '10']","['12601-4839', '12601-18', 'CentralHudson.com/MyAccount', 'CentralHudson.com/ContactUs', '845-452-2700', '1-800-942-8274', '$-564.92', '$-1.36', '-']",15.jpg,Utility,ITR_Form 16,False
209,"['30', '96.64', '30', '6530.00', '60', '6630.00', '4.00']","['26-Jun-2009', 'JUN-2009', '/']",16.jpg,Utility,ITR_Form 16,False
74,['150372403'],[],17.jpg,Utility,ITR_Form 16,False
980,"['2019', '2019', '15', '2', '2019.', '1', '2', '2019']","['-$159.99', '-', '210-4825', '281-0375', '1-888-774-3111', '1-877-969.0999']",18.jpg,Utility,ITR_Form 16,False
628,"['77246518', '30', '61', '0', '0', '0', '0', '0', '2', '2']","['05-Jan-2018', '65/-', '03-Feb-2018', '19-Feb-2018', '-']",2.jpg,Utility,ITR_Form 16,False
2285,"['1', '4', '2014', '2014', '12305', '2014', '104.18', '80.10', '80.10', '2014.', '300', '13202', '2014', '31.98', '22.62', '54.60', '22.97', '2.53', '25.50', '180', '54.95', '80.10', '120', '60', '24', '16', '8', '0', '13', '14', '6', '04', '80.10', '300', '120', '16', '11742', '081443', '12305', '12741660186000039096138']","['12741-66018', '1-800-642-4272', '1-888-932-0301', '-104.18', '17800-892-2345', 'www.nationalgridus.com/', '1-800-443-1837', '__May-t4_', 'make/receive', 'www.nationalgrid.com/myaccount', '12741-66018', '13202-0960', '3-DIGIT', '07101-4742']",20.jpg,Utility,ITR_Form 16,False
72,"['2464000', '5000', '100']",['RUPEES-GNE)'],21.jpg,Utility,ITR_Form 16,False
921,"['12345678910', '4344', '33009', '1', '300', '2021', '2021', '2021', '10', '3000', '2021', '2.', '3.']","['123-4567', '11/01/2021', '123-4567']",22.jpg,Utility,ITR_Form 16,False
322,"['120', '01711', '1.48']","['-VALKEY-RO-GRIFFIN-Gm', 'S0234———-', '08/09/57', '92/04/99', 'TE-685']",23.jpg,Utility,ITR_Form 16,False
1202,"['7', '886', '7058518', '2000', '2010', '36', '8', '2010', '4', '17', '0.00', '20100', '988284305', '3', '5', '2010', '2010', '2010', '7888', '11176']","['4-800-286-2000', '(860-847-2000', '‘Mon-Fri', '7am-7pm', '10am-3:20pm', 'MS*-', '-', 'svo/OLAP']",24.jpg,Utility,ITR_Form 16,False
1911,"['2149', '12345678', '89101112', '858', '167.55', '971572021', '338', '08', '1', '1600', '2', '1795', '14', '080', '07', '36556', '0', '0', '4', '2149', '85224', '52158']","['480-782-2280', '480-782-3510', 'chandleraz.gov/utiltybill', 'Water/Sewer', '9/152021', '10/15/2021', '-', 'chandleraz.gov/utilitybill', 'Monday-Friday', '-§', '12345678-87654321', '85072-2158']",25.jpg,Utility,ITR_Form 16,False
834,"['7', '7', '10.02', '28', '27', '3', '2.', '6', '6', '2', '5.02', '4', '1', '61', '15.65', '16', '7', '67', '7', '04']",[],26.jpg,Utility,ITR_Form 16,False
507,"['6301685752', '1800', '233', '3555', '14.2', '1', '768.00', '618814', '300089', '9111', '300371', '11249207', '7', '146']","['1115480-03/05/19.', '5-100/D/6/7/303,', 'FNO-303', '29/84/2019', 'Consumed:i/i2', '040-66611115']",27.jpg,Utility,ITR_Form 16,False
1977,"['2018', '1234567890', '1', '2', '2018', '251.56', '51.56', '62.77', '32301', '4', '7', '4298', '1208', '3438', '1206', '2276', '17', '591', '18158', '1295', '1158', '2531', '107', '1169', '0', '66', '0', '89', '8', '169', '0', '0', '5269', '5269', '182', '0', '0', '176', '45', '39', '25', '7', '48', '32', '43', '39', '4', '418', '373', '45', '39', '40', '0', '42', '4', '1234567890', '1234', '32301', '435', '32301', '000001']","['891-4968', '-', '-', '4/2/2018', '-', '5/1/2018', 'ug-', 'Dec-t7', 'Mar-18', 'Oct-17', 'Jun-', 'Feb-18', 'Aug-17', 'Apr-17', 'van-18', '-', '-', '4/2/2018', '-', '5/1/2018', 'Apr-', 'Dec-17', 'Aug-17', 'New-i7', 'Mar-18', 'Oct-17', 'Jun-17', 'Feb-18', 'Sep-17', 'Apr-17', 'Jan-18', '-', '-', '4/2/2018', '-', '5/1/2018', 'Apr-18', 'Dec-17', 'Aug-17', 'Mar-18', 'Oct-17', 'Jun-17', 'Feb-18', 'Sep-17', 'Apr-17', '-', '-', '-', '-', '5/25/2018']",28.jpg,Utility,ITR_Form 16,False
37,[],[],29.jpg,Utility,ITR_Form 16,False
1254,"['2', '37', '47315', '37995', '7', '4662', '4631', '31', '743.74', '12.00', '2', '3542', '874.41', '7.00', '0.21', '721', '25.88', '1.23', '911', '3.25', '0.78', '31.14', '55.00', '2', '967.76', '2021']","['1-800', 'o2/14722-', '02/4722', '03/10/22', '02/14/22', '14/:', '01/08/22', '-', '02/14/22', '01/08/22', '-', '02/14/22', '01/08/22', '-', '02/14/22', '03/10/22', '03/10/22', 'www.tapwaterinfo.com/barbourville.pdf', '|606-546-3187', '02/14/22', '03/10/22', '203860-104536']",3.jpg,Utility,ITR_Form 16,False
346,"['327', '185', '00', '43', '88', '66', '88.', '24', '107', '0224', '8']","['britishgas.co.uk/MakeAPayment', 'britishgas.co.uk/SubmitMeterRead']",30.jpg,Utility,ITR_Form 16,False
1676,"['0800', '048', '0101', '16', '0311', '1234', '1234', '1234', '28', '034', '05', '2008', '0', '08', '25', '2008', '201.62', '0800307', '1234', '1734', '22']","['Ubritishgas.co.uk/billing', 'to-pay', '20/March', 'Catit/oetn', '40-05-30,']",32.jpg,Utility,ITR_Form 16,False
972,"['757', '30501', '20501', '187', '2.00', '3.000', '2', '416.087', '3', '2', '544', '032', '1200', '10.68', '210', '620', '3060', '87', '0356', '7300200038456']","['1-17-22', '12/31/2021', 'o38673-002']",33.jpg,Utility,ITR_Form 16,False
